CMDLINE 'c:\users\611903295\downloads\all new python concept\python_memory_optimisation\env\scripts\python.exe' mem_profile_optimisation.py
MEM 0.109375 1645560468.1523
MEM 2.972656 1645560468.2533
MEM 2.972656 1645560468.3539
