CMDLINE 'c:\users\611903295\downloads\all new python concept\python_memory_optimisation\env\scripts\python.exe' mem_profile_optimisation.py
MEM 0.343750 1645563406.0710
MEM 2.960938 1645563406.1711
MEM 2.960938 1645563406.2720
